HGNC ID	Approved symbol	Approved name	OMIM ID(supplied by OMIM)	MANE Select Ensembl transcript ID (supplied by NCBI)	MANE Select RefSeq transcript ID (supplied by NCBI)
HGNC:40227	ACSL3-AS1	ACSL3 antisense RNA 1			
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	300157	ENST00000672401.1	NM_001318510.2
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	605677	ENST00000354655.9	NM_203379.2
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	604443	ENST00000651883.2	NM_001009185.3
HGNC:40772	ACSL6-AS1	ACSL6 antisense RNA 1			
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	614357	ENST00000520010.6	NM_001318890.3
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	614358	ENST00000573854.6	NM_001308172.2
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	614359	ENST00000329697.10	NM_001105069.2
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	145505	ENST00000289416.10	NM_005622.4
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4	614360	ENST00000399422.5	NM_001080454.2
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5	614361	ENST00000331849.8	NM_017888.3
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1			
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6			
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	614355	ENST00000323482.9	NM_032501.4
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	605832	ENST00000360596.7	NM_018677.4
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3	614356	ENST00000548058.6	NM_024560.4
HGNC:129	ACTA1	actin alpha 1, skeletal muscle	102610	ENST00000366684.7	NM_001100.4
HGNC:130	ACTA2	actin alpha 2, smooth muscle	102620	ENST00000224784.10	NM_001613.4
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1			
HGNC:131	ACTA3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)			
HGNC:132	ACTB	actin beta	102630	ENST00000646664.1	NM_001101.5
HGNC:17780	ACTBL2	actin beta like 2	614835	ENST00000423391.3	NM_001017992.4
HGNC:134	ACTBP1	ACTB pseudogene 1			
HGNC:135	ACTBP2	ACTB pseudogene 2			
HGNC:136	ACTBP3	ACTB pseudogene 3			
HGNC:137	ACTBP4	ACTB pseudogene 4			
HGNC:138	ACTBP5	actin, beta pseudogene 5			
HGNC:139	ACTBP6	ACTB pseudogene 6			
HGNC:140	ACTBP7	ACTB pseudogene 7			
HGNC:141	ACTBP8	ACTB pseudogene 8			
HGNC:142	ACTBP9	ACTB pseudogene 9			
HGNC:31819	ACTBP10	ACTB pseudogene 10			
HGNC:33971	ACTBP11	ACTB pseudogene 11			
HGNC:150	ACTBP12	ACTB pseudogene 12			
HGNC:45086	ACTBP14	ACTB pseudogene 14			
HGNC:55065	ACTBP15	ACTB pseudogene 15			
HGNC:143	ACTC1	actin alpha cardiac muscle 1	102540	ENST00000290378.6	NM_005159.5
HGNC:51491	ACTE1P	actin epsilon 1, pseudogene			
HGNC:144	ACTG1	actin gamma 1	102560	ENST00000573283.7	NM_001614.5
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1			
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2			
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3			
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4			
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6			
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7			
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8			
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9			
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10			
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11			
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12			
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13			
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14			
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15			
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16			
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17			
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18			
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19			
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20			
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21			
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22			
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23			
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24			
HGNC:54872	ACTG1P25	actin gamma 1 pseudogene 25			
HGNC:145	ACTG2	actin gamma 2, smooth muscle	102545	ENST00000345517.8	NM_001615.4
HGNC:156	ACTL2	symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)			
HGNC:157	ACTL3	symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)			
HGNC:158	ACTL4	actin-like 4			
HGNC:159	ACTL5	actin-like 5			
HGNC:24124	ACTL6A	actin like 6A	604958	ENST00000429709.7	NM_004301.5
HGNC:160	ACTL6B	actin like 6B	612458	ENST00000160382.10	NM_016188.5
HGNC:161	ACTL7A	actin like 7A	604303	ENST00000333999.5	NM_006687.4
HGNC:162	ACTL7B	actin like 7B	604304	ENST00000374667.5	NM_006686.4
HGNC:24018	ACTL8	actin like 8		ENST00000375406.2	NM_030812.3
HGNC:28494	ACTL9	actin like 9	619251	ENST00000324436.5	NM_178525.5
HGNC:16127	ACTL10	actin like 10		ENST00000677665.1	NM_001024675.2
HGNC:44626	ACTL11P	actin like 11, pseudogene			
HGNC:163	ACTN1	actinin alpha 1	102575	ENST00000394419.9	NM_001130004.2
HGNC:20131	ACTN1-DT	ACTN1 divergent transcript			
HGNC:164	ACTN2	actinin alpha 2	102573	ENST00000366578.6	NM_001103.4
HGNC:165	ACTN3	actinin alpha 3	102574	ENST00000513398.2	NM_001104.4
HGNC:166	ACTN4	actinin alpha 4	604638	ENST00000252699.7	NM_004924.6
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1			
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2			
HGNC:51621	ACTP1	actin family pseudogene 1			
HGNC:167	ACTR1A	actin related protein 1A	605143	ENST00000369905.9	NM_005736.4
HGNC:54703	ACTR1AP1	ACTR1A pseudogene 1			
HGNC:168	ACTR1B	actin related protein 1B	605144	ENST00000289228.7	NM_005735.4
HGNC:169	ACTR2	actin related protein 2	604221	ENST00000260641.10	NM_005722.4
HGNC:170	ACTR3	actin related protein 3	604222	ENST00000263238.7	NM_005721.5
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1			
HGNC:17256	ACTR3B	actin related protein 3B		ENST00000256001.13	NM_020445.6
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1			
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2			
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3			
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4			
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5			
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6			
HGNC:54971	ACTR3BP7	ACTR3B pseudogene 7			
HGNC:37282	ACTR3C	actin related protein 3C		ENST00000683684.1	NM_001164458.2
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1			
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2			
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3			
HGNC:14671	ACTR5	actin related protein 5	619730	ENST00000243903.6	NM_024855.4
HGNC:24025	ACTR6	actin related protein 6	619729	ENST00000188312.7	NM_022496.5
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1			
HGNC:14672	ACTR8	actin related protein 8	619716	ENST00000335754.8	NM_022899.5
HGNC:17372	ACTR10	actin related protein 10	619731	ENST00000254286.9	NM_018477.3
HGNC:24027	ACTRT1	actin related protein T1	300487	ENST00000371124.5	NM_138289.4
HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1			
HGNC:24026	ACTRT2	actin related protein T2	608535	ENST00000378404.4	NM_080431.5
HGNC:24022	ACTRT3	actin related protein T3	608534	ENST00000330368.3	NM_032487.5
HGNC:171	ACVR1	activin A receptor type 1	102576	ENST00000434821.7	NM_001111067.4
HGNC:172	ACVR1B	activin A receptor type 1B	601300	ENST00000257963.9	NM_004302.5
HGNC:18123	ACVR1C	activin A receptor type 1C	608981	ENST00000243349.13	NM_145259.3
HGNC:173	ACVR2A	activin A receptor type 2A	102581	ENST00000241416.12	NM_001616.5
HGNC:174	ACVR2B	activin A receptor type 2B	602730	ENST00000352511.5	NM_001106.4
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1			
HGNC:175	ACVRL1	activin A receptor like type 1	601284	ENST00000388922.9	NM_000020.3
HGNC:176	ACVRLK2	symbol withdrawn, see [HGNC:171](/data/gene-symbol-report/#!/hgnc_id/HGNC:171)			
HGNC:177	ACY1	aminoacylase 1	104620	ENST00000636358.2	NM_000666.3
HGNC:178	ACY1L	symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)			
HGNC:24104	ACY3	aminoacylase 3	614413	ENST00000255082.8	NM_080658.2
HGNC:179	ACYP1	acylphosphatase 1	600875	ENST00000238618.8	NM_001107.5
HGNC:180	ACYP2	acylphosphatase 2	102595	ENST00000607452.6	NM_001320586.2
HGNC:181	AD1	symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)			
HGNC:182	AD2	symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)			
HGNC:183	AD3	symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)			
HGNC:184	AD4	symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)			
HGNC:185	AD5	Alzheimer disease 5			
HGNC:186	ADA	adenosine deaminase	608958	ENST00000372874.9	NM_000022.4
HGNC:1839	ADA2	adenosine deaminase 2	607575	ENST00000399837.8	NM_001282225.2
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	614130	ENST00000296513.7	NM_139243.4
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1			
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2			
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	619532	ENST00000315906.10	NM_001145400.2
HGNC:31853	ADAL	adenosine deaminase like	619346	ENST00000562188.7	NM_001324366.2
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)			
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)			
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	601533	ENST00000265708.9	NM_001464.5
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)			
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)			
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)			
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)			
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	607310	ENST00000175238.10	NM_003817.4
HGNC:56152	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1			
HGNC:56153	ADAM7-AS2	ADAM7 antisense RNA 2			
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	602267	ENST00000445355.8	NM_001109.5
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	602713	ENST00000487273.7	NM_003816.3
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	602192	ENST00000260408.8	NM_001110.4
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	155120	ENST00000200557.11	NM_002390.6
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	602714	ENST00000448723.2	NM_001288973.2
HGNC:43841	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)			
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	605548	ENST00000356955.7	NM_207197.3
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	603639	ENST00000310823.8	NM_003183.6
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	619495	ENST00000265707.10	NM_014237.3
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	603640	ENST00000257527.9	NM_033274.5
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	603712	ENST00000256389.5	NM_003814.5
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1			
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2			
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3			
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	603713	ENST00000603540.2	NM_003813.4
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1			
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	603709	ENST00000413139.2	NM_001324418.2
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	603710	ENST00000264377.8	NM_003812.4
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene			
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	606188	ENST00000265769.9	NM_014265.6
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	604778	ENST00000359240.7	NM_014269.4
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	604779	ENST00000369400.2	NM_021794.4
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	618602	ENST00000379907.9	NM_145004.7
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	607114	ENST00000356518.7	NM_025220.5
HGNC:16299	ADAMDEC1	ADAM like decysin 1	606393	ENST00000256412.8	NM_014479.3
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	605174	ENST00000284984.8	NM_006988.5
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	604539	ENST00000251582.12	NM_014244.5
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	605011	ENST00000286657.10	NM_014243.3
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	603876	ENST00000367996.6	NM_005099.6
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	605007	ENST00000284987.6	NM_007038.5
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	605008	ENST00000381055.8	NM_197941.4
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	605009	ENST00000388820.5	NM_014272.5
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1			
HGNC:49408	ADAMTS7P2	symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)			
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3			
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4			
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	605175	ENST00000257359.7	NM_007037.6
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	605421	ENST00000498707.5	NM_182920.2
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1			
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2			
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	608990	ENST00000597188.6	NM_030957.4
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	606184	ENST00000504830.6	NM_030955.4
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	604134	ENST00000355699.7	NM_139027.6
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	607506	ENST00000373207.2	NM_080722.4
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	607509	ENST00000299164.4	NM_139055.4
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	607510	ENST00000274181.7	NM_139056.4
HGNC:55548	ADAMTS16-DT	ADAMTS16 divergent transcript			
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	607511	ENST00000268070.9	NM_139057.4
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	607512	ENST00000282849.10	NM_199355.4
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	607513	ENST00000274487.9	NM_133638.6
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1			
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	611681	ENST00000389420.8	NM_025003.5
HGNC:16662	ADAMTS21	symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)			
HGNC:14632	ADAMTSL1	ADAMTS like 1	609198	ENST00000380548.9	NM_001040272.6
HGNC:14631	ADAMTSL2	ADAMTS like 2	612277	ENST00000651351.2	NM_014694.4
HGNC:14633	ADAMTSL3	ADAMTS like 3	609199	ENST00000286744.10	NM_207517.3
HGNC:19706	ADAMTSL4	ADAMTS like 4	610113	ENST00000271643.9	NM_019032.6
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1			
HGNC:40895	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2			
HGNC:27912	ADAMTSL5	ADAMTS like 5		ENST00000330475.9	NM_213604.3
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	608114	ENST00000265846.10	NM_006869.4
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	608635	ENST00000330889.8	NM_018404.3
HGNC:225	ADAR	adenosine deaminase RNA specific	146920	ENST00000368474.9	NM_001111.5
HGNC:226	ADARB1	adenosine deaminase RNA specific B1	601218	ENST00000348831.9	NM_001112.4
HGNC:227	ADARB2	adenosine deaminase RNA specific B2 (inactive)	602065	ENST00000381312.6	NM_018702.4
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1			
HGNC:228	ADAT1	adenosine deaminase tRNA specific 1	604230	ENST00000564657.2	NM_001324445.2
HGNC:21172	ADAT2	adenosine deaminase tRNA specific 2	615388	ENST00000237283.9	NM_182503.3
HGNC:25151	ADAT3	adenosine deaminase tRNA specific 3	615302	ENST00000329478.4	NM_138422.4
HGNC:19038	ADCK1	aarF domain containing kinase 1		ENST00000238561.10	NM_020421.4
HGNC:19039	ADCK2	aarF domain containing kinase 2		ENST00000072869.9	NM_052853.4
HGNC:21738	ADCK5	aarF domain containing kinase 5		ENST00000308860.11	NM_174922.5
HGNC:229	ADCP1	adenosine deaminase complexing protein 1			
HGNC:230	ADCP2	symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)			
HGNC:231	ADCR	symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)			
HGNC:232	ADCY1	adenylate cyclase 1	103072	ENST00000297323.12	NM_021116.4
HGNC:233	ADCY2	adenylate cyclase 2	103071	ENST00000338316.9	NM_020546.3
HGNC:234	ADCY3	adenylate cyclase 3	600291	ENST00000679454.1	NM_004036.5
HGNC:235	ADCY4	adenylate cyclase 4	600292	ENST00000418030.7	NM_001198568.2
HGNC:236	ADCY5	adenylate cyclase 5	600293	ENST00000462833.6	NM_183357.3
HGNC:237	ADCY6	adenylate cyclase 6	600294	ENST00000357869.8	NM_015270.5
HGNC:53332	ADCY6-DT	ADCY6 divergent transcript			
HGNC:238	ADCY7	adenylate cyclase 7	600385	ENST00000673801.1	NM_001114.5
HGNC:239	ADCY8	adenylate cyclase 8	103070	ENST00000286355.10	NM_001115.3
HGNC:240	ADCY9	adenylate cyclase 9	603302	ENST00000294016.8	NM_001116.4
HGNC:21285	ADCY10	adenylate cyclase 10	605205	ENST00000367851.9	NM_018417.6
HGNC:44143	ADCY10P1	ADCY10 pseudogene 1			
HGNC:241	ADCYAP1	adenylate cyclase activating polypeptide 1	102980	ENST00000450565.8	NM_001099733.2
HGNC:242	ADCYAP1R1	ADCYAP receptor type I	102981	ENST00000304166.9	NM_001118.5
HGNC:243	ADD1	adducin 1	102680	ENST00000683351.1	NM_001354761.2
HGNC:244	ADD2	adducin 2	102681	ENST00000264436.9	NM_001617.4
HGNC:245	ADD3	adducin 3	601568	ENST00000356080.9	NM_016824.5
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1			
HGNC:246	ADDL	symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)			
HGNC:247	ADFN	albinism-deafness syndrome			
HGNC:21212	ADGB	androglobin	614630	ENST00000397944.8	NM_024694.4
HGNC:55654	ADGB-DT	ADGB divergent transcript			
HGNC:13838	ADGRA1	adhesion G protein-coupled receptor A1	612302	ENST00000392607.8	NM_001083909.3
HGNC:49543	ADGRA1-AS1	ADGRA1 antisense RNA 1			
HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	606823	ENST00000412232.3	NM_032777.10
HGNC:13839	ADGRA3	adhesion G protein-coupled receptor A3	612303	ENST00000334304.10	NM_145290.4
HGNC:55918	ADGRA3P1	ADGRA3 pseudogene 1			
HGNC:943	ADGRB1	adhesion G protein-coupled receptor B1	602682	ENST00000517894.6	NM_001702.3
HGNC:944	ADGRB2	adhesion G protein-coupled receptor B2	602683	ENST00000373658.8	NM_001364857.2
HGNC:945	ADGRB3	adhesion G protein-coupled receptor B3	602684	ENST00000370598.6	NM_001704.3
HGNC:55774	ADGRB3-DT	ADGRB3 divergent transcript			
HGNC:19893	ADGRD1	adhesion G protein-coupled receptor D1	613639	ENST00000261654.10	NM_198827.5
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1			
HGNC:18651	ADGRD2	adhesion G protein-coupled receptor D2			
HGNC:3336	ADGRE1	adhesion G protein-coupled receptor E1	600493	ENST00000312053.9	NM_001974.5
HGNC:3337	ADGRE2	adhesion G protein-coupled receptor E2	606100	ENST00000315576.8	NM_013447.4
HGNC:23647	ADGRE3	adhesion G protein-coupled receptor E3	606101	ENST00000253673.6	NM_032571.5
HGNC:19240	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	612305		
HGNC:1711	ADGRE5	adhesion G protein-coupled receptor E5	601211	ENST00000242786.6	NM_078481.4
HGNC:18990	ADGRF1	adhesion G protein-coupled receptor F1	617430	ENST00000371253.7	NM_153840.4
HGNC:18991	ADGRF2	adhesion G protein-coupled receptor F2			
HGNC:18989	ADGRF3	adhesion G protein-coupled receptor F3		ENST00000651242.2	NM_001321971.2
HGNC:19011	ADGRF4	adhesion G protein-coupled receptor F4	614268	ENST00000283303.3	NM_153838.5
HGNC:19030	ADGRF5	adhesion G protein-coupled receptor F5		ENST00000283296.12	NM_001098518.2
HGNC:40864	ADGRF5-AS1	ADGRF5 antisense RNA 1			
HGNC:32922	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1			
HGNC:32921	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2			
HGNC:4512	ADGRG1	adhesion G protein-coupled receptor G1	604110	ENST00000562631.7	NM_201525.4
HGNC:4516	ADGRG2	adhesion G protein-coupled receptor G2	300572	ENST00000379869.8	NM_001079858.3
HGNC:13728	ADGRG3	adhesion G protein-coupled receptor G3	618441	ENST00000333493.9	NM_170776.5
HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4		ENST00000394143.6	NM_153834.4
HGNC:19010	ADGRG5	adhesion G protein-coupled receptor G5	616965	ENST00000349457.8	NM_001304376.3
HGNC:13841	ADGRG6	adhesion G protein-coupled receptor G6	612243	ENST00000367609.8	NM_198569.3
HGNC:19241	ADGRG7	adhesion G protein-coupled receptor G7	612307	ENST00000273352.8	NM_032787.3
HGNC:20973	ADGRL1	adhesion G protein-coupled receptor L1	616416	ENST00000361434.8	NM_014921.5
HGNC:55309	ADGRL1-AS1	ADGRL1 antisense RNA 1			
HGNC:18582	ADGRL2	adhesion G protein-coupled receptor L2	607018	ENST00000686636.1	NM_001366006.2
HGNC:20974	ADGRL3	adhesion G protein-coupled receptor L3	616417	ENST00000683033.1	NM_001387552.1
HGNC:50604	ADGRL3-AS1	ADGRL3 antisense RNA 1			
HGNC:20822	ADGRL4	adhesion G protein-coupled receptor L4	616419	ENST00000370742.4	NM_022159.4
HGNC:17416	ADGRV1	adhesion G protein-coupled receptor V1	602851	ENST00000405460.9	NM_032119.4
HGNC:249	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	103700	ENST00000209668.3	NM_000667.4
HGNC:250	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	103720	ENST00000305046.13	NM_000668.6
HGNC:251	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	103730	ENST00000515683.6	NM_000669.5
HGNC:252	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	103740	ENST00000265512.12	NM_000670.5
HGNC:253	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	103710	ENST00000296412.14	NM_000671.4
HGNC:254	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1			
